rating;text
0;miss coupl song social call album farmer met grace specul nica tempo base give two one two star possibl like content think omit anyth album guess classic album necessarili indic complet album would better state cover somewher avid produc similar collect good cd sound bad think better cd avid sound vigil stubbi hardli inform session booklet mostli consist ad set includ incorrect e g nica tempo credit avid set better point buy amazon also paid nine nineti nine set
1;love cd
1;white stripe must collect
1;awesom love recommend everyon awesom cool item
0;descript product clear thought order dvd cd
0;cd sent one featur amazon page one sent one thousand nine hundr sixti one rock n roll era other nine ten box set best sixti similar graphic one shown amazon need one complet collect disappoint asin btwoddzzeroteight best sixti one thousand nine hundr sixti one
0;found cd local store live grand rapid mi back two thousand four like coupl song cd favorit would probabl half deck hit
1;best box set ever
0;interest rel meaningless unless saw show relat individu song seen screen particularli move music
1;great album true must fivefor anyon music get live long friend
1;great memori childhood compil great collect hit left mark seventi era must
1;first listen cd like step back one thousand nine hundr eighti five great hear amaz band huge thompson henri paul lead way set list simpli awesom three song acoust set middl joy listen along outlaw classic rendit sever song henri paul band one person favorit long version haunt qualiti origin set list also includ angel hide ghost rider one last ride soldier fortun entir show well record brought back life must cd fan outlaw henri paul band plain great rock roll
1;heard piec pb activ know soul becam one violin produc music heart broken done ever lost dream broken spirit forgotten promis deepest sorrow heart could stand love never heard violin play remot path deep regret sad beauti sorrow
1;great jim reev enjoy experi open packag discov cd nice hous pocket unfortun cd top pocket everi panel easi remov without leav fingerprint cd bottom remov stick finger hole booklet also pack loo packag could fall overdu record sound better song origin listen cd set feel like jim reev even die plane crash record classic song exampl version know one better vocal instrument realli impress interview end cd number eight discov fact jim never knew includ like pancak breakfast three day week interview crack cd set kept entertain even morn listen set way music lesson made trip realli fun one box set constantli listen love set one hundr seventi song remast master defect found even shine light sixteen cd welcom world also box set newli remast unreleas overdub record fantast thank voic master make product avail
